Fecha,Inflacion Indice de precios al consumidor (INPC) mensual,Inflacion Indice de precios al consumidor (INPC) acumulada en el anio,Inflacion Indice de precios al consumidor (INPC) anual,Inflacion subyacente mensual,Inflacion subyacente acumulada en el año, Inflacion subyacente anual,Inflacion no subyacente mensual,Inflacion no subyacente acumulada en el año, Inflacion no subyacente anual
01/01/1971,16.47058824,-78.89125800,5.11727079,N/E,N/E,N/E,N/E,N/E,N/E
01/02/1971,-51.76470588,-70.14925373,14.71215352,N/E,N/E,N/E,N/E,N/E,N/E
01/03/1971,-55.29411765,-61.83368870,16.63113006,N/E,N/E,N/E,N/E,N/E,N/E
01/04/1971,-40.00000000,-50.74626866,25.15991471,N/E,N/E,N/E,N/E,N/E,N/E
01/05/1971,-75.29411765,-46.05543710,25.15991471,N/E,N/E,N/E,N/E,N/E,N/E
01/06/1971,-47.05882353,-36.24733475,21.74840085,N/E,N/E,N/E,N/E,N/E,N/E
01/07/1971,-109.41176471,-37.95309168,8.95522388,N/E,N/E,N/E,N/E,N/E,N/E
01/08/1971,7.05882353,-17.91044776,18.97654584,N/E,N/E,N/E,N/E,N/E,N/E
01/09/1971,-61.17647059,-10.66098081,20.89552239,N/E,N/E,N/E,N/E,N/E,N/E
01/10/1971,-88.23529412,-8.52878465,22.38805970,N/E,N/E,N/E,N/E,N/E,N/E
01/11/1971,-81.17647059,-4.90405117,13.85927505,N/E,N/E,N/E,N/E,N/E,N/E
01/12/1971,-43.52941176,5.75692964,5.75692964,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1972,-8.33333333,-91.12903226,-11.29032258,N/E,N/E,N/E,N/E,N/E,N/E
01/02/1972,-35.41666667,-84.67741935,-13.50806452,N/E,N/E,N/E,N/E,N/E,N/E
01/03/1972,14.58333333,-73.58870968,-10.08064516,N/E,N/E,N/E,N/E,N/E,N/E
01/04/1972,31.25000000,-60.88709677,-7.66129032,N/E,N/E,N/E,N/E,N/E,N/E
01/05/1972,-58.33333333,-56.65322581,-7.86290323,N/E,N/E,N/E,N/E,N/E,N/E
01/06/1972,54.16666667,-41.53225806,-1.81451613,N/E,N/E,N/E,N/E,N/E,N/E
01/07/1972,-20.83333333,-33.66935484,7.86290323,N/E,N/E,N/E,N/E,N/E,N/E
01/08/1972,37.50000000,-19.95967742,2.41935484,N/E,N/E,N/E,N/E,N/E,N/E
01/09/1972,-4.16666667,-10.48387097,5.24193548,N/E,N/E,N/E,N/E,N/E,N/E
01/10/1972,-85.41666667,-8.87096774,4.63709677,N/E,N/E,N/E,N/E,N/E,N/E
01/11/1972,35.41666667,4.83870968,14.91935484,N/E,N/E,N/E,N/E,N/E,N/E
01/12/1972,-29.16666667,12.09677419,12.09677419,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1973,326.47058824,-73.92086331,19.06474820,N/E,N/E,N/E,N/E,N/E,N/E
01/02/1973,144.11764706,-58.81294964,28.77697842,N/E,N/E,N/E,N/E,N/E,N/E
01/03/1973,158.82352941,-42.62589928,35.25179856,N/E,N/E,N/E,N/E,N/E,N/E
01/04/1973,364.70588235,-13.30935252,53.59712230,N/E,N/E,N/E,N/E,N/E,N/E
01/05/1973,211.76470588,6.83453237,70.32374101,N/E,N/E,N/E,N/E,N/E,N/E
01/06/1973,141.17647059,22.48201439,71.94244604,N/E,N/E,N/E,N/E,N/E,N/E
01/07/1973,652.94117647,71.76258993,114.92805755,N/E,N/E,N/E,N/E,N/E,N/E
01/08/1973,370.58823529,103.23741007,133.81294964,N/E,N/E,N/E,N/E,N/E,N/E
01/09/1973,600.00000000,150.89928058,172.66187050,N/E,N/E,N/E,N/E,N/E,N/E
01/10/1973,276.47058824,177.15827338,197.84172662,N/E,N/E,N/E,N/E,N/E,N/E
01/11/1973,261.76470588,202.69784173,209.89208633,N/E,N/E,N/E,N/E,N/E,N/E
01/12/1973,1041.17647059,284.35251799,284.35251799,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1974,-7.73195876,-83.24754328,11.93261582,N/E,N/E,N/E,N/E,N/E,N/E
01/02/1974,-41.75257732,-72.29761348,20.16846046,N/E,N/E,N/E,N/E,N/E,N/E
01/03/1974,-80.15463918,-68.46045859,19.51333645,N/E,N/E,N/E,N/E,N/E,N/E
01/04/1974,-64.94845361,-61.67524567,18.20308844,N/E,N/E,N/E,N/E,N/E,N/E
01/05/1974,-79.63917526,-57.69770707,16.61207300,N/E,N/E,N/E,N/E,N/E,N/E
01/06/1974,-74.48453608,-52.69068788,17.59475901,N/E,N/E,N/E,N/E,N/E,N/E
01/07/1974,-62.62886598,-45.20355639,11.18390267,N/E,N/E,N/E,N/E,N/E,N/E
01/08/1974,-72.68041237,-39.72859148,8.04866635,N/E,N/E,N/E,N/E,N/E,N/E
01/09/1974,-70.87628866,-33.73888629,1.07627515,N/E,N/E,N/E,N/E,N/E,N/E
01/10/1974,-48.96907216,-23.11651848,5.00701919,N/E,N/E,N/E,N/E,N/E,N/E
01/11/1974,-28.35051546,-8.00187178,13.75760412,N/E,N/E,N/E,N/E,N/E,N/E
01/12/1974,-79.89690722,-3.60318203,-3.60318203,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1975,64.10256410,-93.78640777,-13.00970874,N/E,N/E,N/E,N/E,N/E,N/E
01/02/1975,-29.48717949,-91.06796117,-22.57281553,N/E,N/E,N/E,N/E,N/E,N/E
01/03/1975,-19.23076923,-87.96116505,-23.34951456,N/E,N/E,N/E,N/E,N/E,N/E
01/04/1975,7.69230769,-83.78640777,-26.21359223,N/E,N/E,N/E,N/E,N/E,N/E
01/05/1975,71.79487179,-77.03883495,-23.15533981,N/E,N/E,N/E,N/E,N/E,N/E
01/06/1975,117.94871795,-68.39805825,-19.17475728,N/E,N/E,N/E,N/E,N/E,N/E
01/07/1975,2.56410256,-64.27184466,-22.76699029,N/E,N/E,N/E,N/E,N/E,N/E
01/08/1975,11.53846154,-59.75728155,-23.83495146,N/E,N/E,N/E,N/E,N/E,N/E
01/09/1975,-6.41025641,-55.92233010,-26.11650485,N/E,N/E,N/E,N/E,N/E,N/E
01/10/1975,-34.61538462,-53.20388350,-34.17475728,N/E,N/E,N/E,N/E,N/E,N/E
01/11/1975,-10.25641026,-49.51456311,-45.29126214,N/E,N/E,N/E,N/E,N/E,N/E
01/12/1975,5.12820513,-45.09708738,-45.09708738,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1976,135.36585366,-82.93545535,6.27763042,N/E,N/E,N/E,N/E,N/E,N/E
01/02/1976,128.04878049,-66.04774536,19.27497790,N/E,N/E,N/E,N/E,N/E,N/E
01/03/1976,19.51219512,-57.02917772,22.81167109,N/E,N/E,N/E,N/E,N/E,N/E
01/04/1976,-14.63414634,-50.57471264,21.30857648,N/E,N/E,N/E,N/E,N/E,N/E
01/05/1976,-14.63414634,-44.03183024,15.03094607,N/E,N/E,N/E,N/E,N/E,N/E
01/06/1976,-51.21951220,-40.22988506,2.21043324,N/E,N/E,N/E,N/E,N/E,N/E
01/07/1976,3.65853659,-32.27232538,2.74093722,N/E,N/E,N/E,N/E,N/E,N/E
01/08/1976,17.07317073,-23.16534041,3.62511052,N/E,N/E,N/E,N/E,N/E,N/E
01/09/1976,315.85365854,9.63748895,29.88505747,N/E,N/E,N/E,N/E,N/E,N/E
01/10/1976,586.58536585,65.60565871,81.52077807,N/E,N/E,N/E,N/E,N/E,N/E
01/11/1976,451.21951220,112.99734748,121.92749779,N/E,N/E,N/E,N/E,N/E,N/E
01/12/1976,206.09756098,140.49513705,140.49513705,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1977,27.09163347,-88.27205882,5.77205882,N/E,N/E,N/E,N/E,N/E,N/E
01/02/1977,-11.95219124,-79.92647059,7.31617647,N/E,N/E,N/E,N/E,N/E,N/E
01/03/1977,-30.67729084,-73.16176471,10.91911765,N/E,N/E,N/E,N/E,N/E,N/E
01/04/1977,-39.84063745,-67.16911765,14.77941176,N/E,N/E,N/E,N/E,N/E,N/E
01/05/1977,-64.94023904,-63.67647059,15.62500000,N/E,N/E,N/E,N/E,N/E,N/E
01/06/1977,-50.99601594,-58.71323529,19.59558824,N/E,N/E,N/E,N/E,N/E,N/E
01/07/1977,-54.98007968,-54.08088235,20.99264706,N/E,N/E,N/E,N/E,N/E,N/E
01/08/1977,-18.32669323,-45.58823529,26.28676471,N/E,N/E,N/E,N/E,N/E,N/E
01/09/1977,-29.48207171,-38.12500000,18.45588235,N/E,N/E,N/E,N/E,N/E,N/E
01/10/1977,-69.72111554,-34.81617647,-3.93382353,N/E,N/E,N/E,N/E,N/E,N/E
01/11/1977,-56.57370518,-30.11029412,-19.11764706,N/E,N/E,N/E,N/E,N/E,N/E
01/12/1977,-45.01992032,-24.04411765,-24.04411765,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1978,60.86956522,-89.25459826,-5.46950629,N/E,N/E,N/E,N/E,N/E,N/E
01/02/1978,4.34782609,-82.13939981,-9.82575024,N/E,N/E,N/E,N/E,N/E,N/E
01/03/1978,-24.63768116,-76.91190707,-13.79477251,N/E,N/E,N/E,N/E,N/E,N/E
01/04/1978,-19.56521739,-71.24878993,-16.02129719,N/E,N/E,N/E,N/E,N/E,N/E
01/05/1978,-28.98550725,-66.26331075,-15.48886738,N/E,N/E,N/E,N/E,N/E,N/E
01/06/1978,0.00000000,-59.14811229,-14.61761859,N/E,N/E,N/E,N/E,N/E,N/E
01/07/1978,23.18840580,-50.24201355,-11.42303969,N/E,N/E,N/E,N/E,N/E,N/E
01/08/1978,-27.53623188,-44.91771539,-17.37657309,N/E,N/E,N/E,N/E,N/E,N/E
01/09/1978,-17.39130435,-38.77057115,-20.86156825,N/E,N/E,N/E,N/E,N/E,N/E
01/10/1978,-12.31884058,-32.13939981,-18.39303001,N/E,N/E,N/E,N/E,N/E,N/E
01/11/1978,-25.36231884,-26.47628267,-18.73184898,N/E,N/E,N/E,N/E,N/E,N/E
01/12/1978,-38.40579710,-21.73281704,-21.73281704,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1979,317.64705882,-78.04576376,9.33828077,N/E,N/E,N/E,N/E,N/E,N/E
01/02/1979,69.41176471,-68.83116883,9.33828077,N/E,N/E,N/E,N/E,N/E,N/E
01/03/1979,60.00000000,-60.04947434,11.62646877,N/E,N/E,N/E,N/E,N/E,N/E
01/04/1979,5.88235294,-54.11255411,10.08039579,N/E,N/E,N/E,N/E,N/E,N/E
01/05/1979,54.11764706,-45.45454545,12.43042672,N/E,N/E,N/E,N/E,N/E,N/E
01/06/1979,30.58823529,-37.97155226,10.51329623,N/E,N/E,N/E,N/E,N/E,N/E
01/07/1979,42.35294118,-29.74644403,7.05009276,N/E,N/E,N/E,N/E,N/E,N/E
01/08/1979,77.64705882,-19.29499072,10.76066790,N/E,N/E,N/E,N/E,N/E,N/E
01/09/1979,44.70588235,-10.69882498,11.37909709,N/E,N/E,N/E,N/E,N/E,N/E
01/10/1979,105.88235294,1.66975881,15.21335807,N/E,N/E,N/E,N/E,N/E,N/E
01/11/1979,51.76470588,10.88435374,17.06864564,N/E,N/E,N/E,N/E,N/E,N/E
01/12/1979,108.23529412,23.80952381,23.80952381,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1980,175.70621469,-75.62437562,7.69230769,N/E,N/E,N/E,N/E,N/E,N/E
01/02/1980,30.50847458,-63.53646354,12.88711289,N/E,N/E,N/E,N/E,N/E,N/E
01/03/1980,16.38418079,-52.49750250,17.13286713,N/E,N/E,N/E,N/E,N/E,N/E
01/04/1980,-1.12994350,-42.95704296,22.32767233,N/E,N/E,N/E,N/E,N/E,N/E
01/05/1980,-7.90960452,-33.86613387,24.32567433,N/E,N/E,N/E,N/E,N/E,N/E
01/06/1980,11.86440678,-22.67732268,29.72027972,N/E,N/E,N/E,N/E,N/E,N/E
01/07/1980,57.62711864,-6.54345654,39.56043956,N/E,N/E,N/E,N/E,N/E,N/E
01/08/1980,16.94915254,5.74425574,43.05694306,N/E,N/E,N/E,N/E,N/E,N/E
01/09/1980,-37.28813559,12.43756244,42.30769231,N/E,N/E,N/E,N/E,N/E,N/E
01/10/1980,-14.68926554,21.72827173,40.85914086,N/E,N/E,N/E,N/E,N/E,N/E
01/11/1980,-2.25988701,32.51748252,43.70629371,N/E,N/E,N/E,N/E,N/E,N/E
01/12/1980,48.02259887,49.10089910,49.10089910,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1981,22.90076336,-89.21273032,-6.86767169,N/E,N/E,N/E,N/E,N/E,N/E
01/02/1981,-6.10687023,-80.70351759,-6.26465662,N/E,N/E,N/E,N/E,N/E,N/E
01/03/1981,-18.32061069,-73.13232831,-5.92964824,N/E,N/E,N/E,N/E,N/E,N/E
01/04/1981,-13.74045802,-64.95812395,-3.78559464,N/E,N/E,N/E,N/E,N/E,N/E
01/05/1981,-42.36641221,-59.36348409,-4.28810720,N/E,N/E,N/E,N/E,N/E,N/E
01/06/1981,-46.56488550,-54.13735343,-6.76716918,N/E,N/E,N/E,N/E,N/E,N/E
01/07/1981,-32.82442748,-47.40368509,-11.05527638,N/E,N/E,N/E,N/E,N/E,N/E
01/08/1981,-21.37404580,-39.43048576,-11.08877722,N/E,N/E,N/E,N/E,N/E,N/E
01/09/1981,-29.00763359,-32.06030151,-7.97319933,N/E,N/E,N/E,N/E,N/E,N/E
01/10/1981,-15.26717557,-23.11557789,-4.99162479,N/E,N/E,N/E,N/E,N/E,N/E
01/11/1981,-26.71755725,-15.20938023,-4.18760469,N/E,N/E,N/E,N/E,N/E,N/E
01/12/1981,2.67175573,-3.91959799,-3.91959799,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1982,84.75836431,-82.67085077,7.60111576,N/E,N/E,N/E,N/E,N/E,N/E
01/02/1982,46.09665428,-68.30543933,14.15620642,N/E,N/E,N/E,N/E,N/E,N/E
01/03/1982,35.68773234,-54.39330544,21.02510460,N/E,N/E,N/E,N/E,N/E,N/E
01/04/1982,101.48698885,-33.01952580,35.56485356,N/E,N/E,N/E,N/E,N/E,N/E
01/05/1982,108.92193309,-9.65829847,55.16039052,N/E,N/E,N/E,N/E,N/E,N/E
01/06/1982,79.18215613,11.47140865,72.14086471,N/E,N/E,N/E,N/E,N/E,N/E
01/07/1982,91.44981413,35.18131102,89.50488145,N/E,N/E,N/E,N/E,N/E,N/E
01/08/1982,317.10037175,89.47001395,137.83124128,N/E,N/E,N/E,N/E,N/E,N/E
01/09/1982,98.51301115,118.20083682,157.84518828,N/E,N/E,N/E,N/E,N/E,N/E
01/10/1982,92.56505576,147.59414226,175.45327755,N/E,N/E,N/E,N/E,N/E,N/E
01/11/1982,88.10408922,177.75453278,194.59553696,N/E,N/E,N/E,N/E,N/E,N/E
01/12/1982,297.02602230,244.63040446,244.63040446,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1983,1.87265918,-88.99231081,11.33144476,56.18,N/E,N/E,-61.57,N/E,N/E
01/02/1983,-49.71910112,-82.97248078,14.27559692,-17.40,N/E,N/E,-87.36,N/E,N/E
01/03/1983,-54.68164794,-77.24605423,16.74423310,-32.54,N/E,N/E,-81.02,N/E,N/E
01/04/1983,-40.73033708,-69.40509915,18.62606232,-24.30,N/E,N/E,-60.82,N/E,N/E
01/05/1983,-59.36329588,-63.68878996,15.95507892,-42.63,N/E,N/E,-79.52,N/E,N/E
01/06/1983,-64.51310861,-58.47834885,13.82031566,-48.87,N/E,N/E,-83.35,N/E,N/E
01/07/1983,-53.74531835,-51.42654796,13.39538648,-22.05,N/E,N/E,-90.67,N/E,N/E
01/08/1983,-63.67041199,-45.61918252,-0.76891947,-37.18,N/E,N/E,-94.92,N/E,N/E
01/09/1983,-71.16104869,-40.82355322,-5.06879806,-55.25,N/E,N/E,-90.25,N/E,N/E
01/10/1983,-68.91385768,-35.51193849,-8.54917038,-57.10,N/E,N/E,-83.16,N/E,N/E
01/11/1983,-45.03745318,-25.77903683,-7.05180089,-22.84,N/E,N/E,-71.55,N/E,N/E
01/12/1983,-59.92509363,-18.27195467,-18.27195467,-42.23,N/E,N/E,-81.25,N/E,N/E
01/01/1984,48.36448598,-92.13914335,-9.13592473,22.99,-93.82,-12.36,144.28,-84.46,3.77
01/02/1984,23.36448598,-85.18197574,-9.32161426,34.48,-86.71,-13.06,-15.92,-78.60,5.47
01/03/1984,-0.23364486,-79.26466947,-10.48526863,-2.07,-81.22,-14.63,7.46,-70.83,6.12
01/04/1984,1.16822430,-73.01312206,-14.50854172,-21.84,-76.65,-18.99,85.57,-56.84,3.83
01/05/1984,-22.42990654,-68.01188413,-16.55112652,-32.87,-72.61,-21.64,14.93,-47.54,4.41
01/06/1984,-15.42056075,-62.36692251,-16.88536767,-5.98,-66.75,-21.19,-47.76,-43.13,0.66
01/07/1984,-23.36448598,-57.08096063,-20.16588264,-17.70,-61.43,-25.38,-43.28,-38.22,1.39
01/08/1984,-33.64485981,-52.33968804,-22.20846744,-35.17,-57.07,-28.85,-27.61,-31.81,6.06
01/09/1984,-30.37383178,-47.23941570,-22.40653627,-16.32,-51.31,-28.35,-80.60,-30.04,2.69
01/10/1984,-18.45794393,-41.06214410,-22.05991582,-4.83,-44.51,-26.70,-67.91,-27.10,-3.15
01/11/1984,-19.85981308,-34.79821738,-26.71453330,-23.22,-38.79,-31.10,-6.72,-18.45,-8.80
01/12/1984,-0.70093458,-26.76405051,-26.76405051,-2.99,-31.34,-31.34,7.96,-8.04,-8.04
01/01/1985,74.58823529,-87.45774172,2.68762677,24.41,-91.17,-0.27,245.39,-74.21,12.82
01/02/1985,-2.35294118,-79.91886410,-0.20283976,6.87,-83.18,-3.63,-30.65,-68.26,11.77
01/03/1985,-8.94117647,-72.58282623,-1.23394185,8.29,-74.74,-2.84,-62.67,-64.96,4.44
01/04/1985,-27.52941176,-66.54834348,-4.44557133,-33.18,-69.27,-4.34,-9.45,-56.82,-4.64
01/05/1985,-44.23529412,-61.74780257,-6.86274510,-32.23,-63.58,-4.49,-82.49,-55.17,-14.50
01/06/1985,-41.17647059,-56.55848546,-9.68559838,-32.23,-57.73,-7.62,-69.82,-52.33,-16.50
01/07/1985,-18.11764706,-49.15483435,-9.17849899,-17.06,-50.36,-7.82,-21.20,-44.81,-13.64
01/08/1985,2.82352941,-39.53684922,-5.30764030,7.58,-40.49,-3.48,-12.44,-36.18,-11.41
01/09/1985,-6.11764706,-30.37525355,-2.72143340,5.92,-30.31,-1.38,-45.39,-30.60,-7.29
01/10/1985,-10.58823529,-21.31507776,-1.92697769,0.24,-20.25,-1.14,-47.47,-25.10,-4.71
01/11/1985,8.47058824,-9.88843813,1.11561866,12.09,-8.51,2.44,-3.46,-14.74,-3.58
01/12/1985,60.23529412,7.75862069,7.75862069,5.69,3.08,3.08,251.15,24.48,24.48
01/01/1986,29.80910426,-86.13333333,3.40392157,92.15,-86.02,8.32,-36.29,-86.58,-10.93
01/02/1986,-34.65491924,-78.54117647,4.12549020,17.26,-76.75,10.17,-87.34,-83.65,-13.31
01/03/1986,-31.71806167,-70.25882353,6.07058824,18.61,-66.89,12.04,-83.46,-79.77,-11.33
01/04/1986,-23.34801762,-60.51764706,11.54509804,22.87,-56.12,19.17,-71.65,-72.93,-10.49
01/05/1986,-18.35535977,-49.60000000,19.90588235,30.72,-44.04,27.35,-69.82,-65.31,-1.81
01/06/1986,-5.72687225,-36.29803922,30.46274510,57.62,-28.64,39.13,-71.98,-57.93,5.10
01/07/1986,-26.72540382,-25.28627451,34.65098039,12.56,-16.87,43.55,-67.91,-49.10,8.57
01/08/1986,17.03377386,-6.82352941,44.70588235,28.25,-2.79,47.01,5.58,-18.67,37.80
01/09/1986,-11.89427313,8.17254902,50.52549020,40.81,13.58,52.42,-66.80,-7.56,45.05
01/10/1986,-16.00587372,23.32549020,56.20392157,47.76,31.80,59.55,-81.50,-1.05,46.56
01/11/1986,-0.73421439,42.25882353,62.61960784,51.79,51.76,65.83,-55.84,14.91,53.50
01/12/1986,16.00587372,65.88235294,65.88235294,72.87,76.04,76.04,-43.96,36.53,36.53
01/01/1987,2.53164557,-92.34042553,-1.33333333,7.65,-92.31,-0.49,-13.23,-92.50,-4.21
01/02/1987,-8.60759494,-84.96453901,3.79196217,-2.08,-84.73,3.74,-28.81,-85.88,3.82
01/03/1987,-16.32911392,-77.72104019,7.50827423,-8.69,-77.14,7.01,-40.05,-79.98,9.02
01/04/1987,10.75949367,-67.49881797,14.28841608,-5.71,-68.74,10.38,64.05,-62.99,28.55
01/05/1987,-4.55696203,-57.91962175,18.20330969,-6.23,-59.77,13.07,0.23,-51.16,37.24
01/06/1987,-8.48101266,-48.03782506,19.83924350,-3.24,-49.86,13.89,-23.89,-41.40,42.35
01/07/1987,2.53164557,-36.17021277,26.18439716,11.54,-37.58,20.93,-24.59,-31.11,45.94
01/08/1987,3.41772152,-23.22458629,26.60047281,-4.93,-26.21,24.20,29.16,-12.35,35.15
01/09/1987,-16.58227848,-11.93380615,27.82978723,-3.11,-13.77,26.61,-56.67,-5.36,32.08
01/10/1987,5.44303797,3.28132388,33.33333333,13.62,1.90,31.08,-19.44,8.11,41.28
01/11/1987,0.37974684,18.97872340,35.83924350,20.49,19.99,36.37,-62.30,14.85,33.30
01/12/1987,86.96202532,50.51536643,50.51536643,61.61,46.48,46.48,172.13,65.08,65.08
01/01/1988,4.67163169,-90.28711441,11.09505560,6.02,-91.64,7.40,-0.99,-85.89,23.43
01/02/1988,-43.53419093,-84.23697933,12.91700697,-16.61,-84.20,11.92,-91.27,-84.36,16.37
01/03/1988,-65.33513879,-80.20983854,10.46679651,-52.09,-79.48,10.18,-90.15,-82.60,11.58
01/04/1988,-79.14691943,-77.66538921,1.42614814,-76.81,-77.05,3.10,-84.04,-79.67,-4.03
01/05/1988,-86.93297224,-76.01935038,-7.13074072,-84.51,-75.39,-5.13,-91.61,-78.08,-13.61
01/06/1988,-86.18821936,-74.24765973,-14.67613244,-89.00,-74.18,-14.07,-81.41,-74.49,-16.64
01/07/1988,-88.69329722,-72.77125086,-23.48432494,-92.13,-73.31,-24.55,-82.92,-71.04,-19.99
01/08/1988,-93.77115775,-71.94194886,-32.82653766,-91.97,-72.41,-32.74,-97.12,-70.44,-33.18
01/09/1988,-96.14082600,-71.42049381,-40.16460388,-98.15,-72.20,-41.53,-92.73,-68.90,-35.67
01/10/1988,-94.85443466,-70.72312622,-48.74034052,-94.86,-71.62,-50.63,-94.97,-67.83,-42.38
01/11/1988,-90.92755586,-69.49173839,-55.70773387,-93.18,-70.85,-59.33,-87.52,-65.12,-42.75
01/12/1988,-85.84969533,-67.54413520,-67.54413520,-85.15,-69.14,-69.14,-87.78,-62.39,-62.39
01/01/1989,17.22488038,-95.25745257,-33.10104530,71.89,-93.48,-27.01,-93.66,-99.71,-48.83
01/02/1989,-34.92822967,-92.56678281,-49.88385598,8.65,-89.21,-48.09,-125.70,-100.91,-54.63
01/03/1989,-48.32535885,-90.39876113,-59.25280681,-25.95,-86.24,-59.25,-94.72,-100.67,-58.98
01/04/1989,-28.22966507,-87.35965931,-62.83391405,-34.05,-83.59,-63.27,-14.79,-96.74,-61.53
01/05/1989,-33.97129187,-84.51413086,-64.11149826,-43.78,-81.28,-65.38,-13.03,-92.63,-60.50
01/06/1989,-42.10526316,-81.97831978,-65.96980256,-49.73,-79.18,-66.43,-25.35,-89.01,-64.75
01/07/1989,-52.15311005,-79.84901278,-67.46031746,-50.81,-77.13,-66.57,-54.93,-86.79,-69.91
01/08/1989,-54.54545455,-77.81649245,-67.38288811,-36.76,-74.47,-66.16,-90.49,-86.32,-70.67
01/09/1989,-54.06698565,-75.76461479,-66.51180798,-17.30,-70.94,-63.06,-130.63,-87.85,-75.50
01/10/1989,-29.18660287,-72.53193961,-64.90514905,-3.78,-66.78,-60.32,-82.75,-86.99,-76.75
01/11/1989,-33.01435407,-69.43476578,-64.75029036,-16.22,-63.06,-58.61,-67.96,-85.39,-80.36
01/12/1989,61.24401914,-61.86604723,-61.86604723,57.84,-56.01,-56.01,72.89,-76.67,-76.67
01/01/1990,43.32344214,-75.48223350,14.11167513,31.85,-82.05,3.64,63.14,-44.03,62.40
01/02/1990,-32.93768546,-63.45177665,19.64467005,-36.99,-73.15,2.66,-26.48,-16.77,100.07
